Episode,Step,bldg_9b6fcc29-9a45-45bd-9695-78ec78ad9088,bldg_88329f89-3493-4194-9021-e84d68dade4c,bldg_f926e31f-4ae1-4f88-acdd-30eab5ac4485,bldg_db5a8ba1-b4fe-4a8d-ab5f-f04957a1409e,bldg_1cb68f34-4475-406a-8c4e-0dad0f232076,bldg_53a93573-5cab-4227-a10d-00e0d1a900bd,bldg_e387b9a6-9cba-414f-b94f-53fa39525f31,bldg_ec8306fb-24ed-4d78-b434-b86ad5d29e15,bldg_c07de3cc-4614-4aff-92dd-78c1862b4a78,bldg_93b527c3-3729-468b-be94-5be133113946,bldg_899ae826-8e26-4b3f-8f49-6819b9974da9
0,0,1,0,1,0,0,0,0,0,0,0,0
